id,created_at,name,ename,cover,images,video,hot_score,price,rank_info,latitude,longtitude,address,location_id,open_time_rule,description,phone,avg_rating,rating_count
20905655,2024-11-03 07:07:41.673178+00,茶山慶雲南院-Khánh Vân Nam Viện Đạo quán,Khanh Van Nam Vien Taoist temple,https://ak-d.tripcdn.com/images/010741200086dkv4k087A.png,"[""https://ak-d.tripcdn.com/images/010741200086dkv4k087A.png?proc=source%2ftrip""]",[],2.3,,,10.757191,106.650662,"269/2 Nguyễn Thị Nhỏ, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""6:30-17:30""}],""isActivityCurrentTime"":true}]","Khánh Vân Nam Viện Đạo Quán là một ngôi chùa Trung Hoa tại TP.HCM, mang đậm phong cách kiến trúc và văn hóa Trung Quốc. Đây là nơi thờ các vị thần, cùng với không gian tôn nghiêm và yên bình.",+84 28 3969 2732,0,0
20905656,2024-11-03 04:04:32.503211+00,Nhà hát Lớn Hà Nội,Hanoi Opera House,https://ak-d.tripcdn.com/images/100a1f000001grldt5A2B.jpg,"[""https://ak-d.tripcdn.com/images/100a1f000001grldt5A2B.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g4/M0B/D4/E0/CggYHVbf75OAEjsFABStvthOb_4598.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g6/M06/A5/3E/CggYs1bf71KAL_YxAAweE8qQE60364.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/01074120008j9peviAA66.jpg?proc=source%2ftrip""]",[],4.4,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/hanoi-100000003721/?businessId=20905656"",""description"":""Xếp hạng 16 trong danh sách Trải nghiệm nổi bật của Hà Nội""}",21.024192,105.857745,"1 Tràng Tiền, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Việt Nam",181,,"Nhà hát Lớn Hà Nội là một công trình kiến trúc nổi bật, mang đậm dấu ấn của thời kỳ Pháp thuộc. Đây là nơi tổ chức các buổi biểu diễn nghệ thuật lớn, thu hút đông đảo du khách và người dân địa phương.",+84 24 3933 0113,4.3,121
20905660,2024-11-03 05:26:34.031842+00,Vườn hoa Lý Thái Tổ,Ly Thai To Garden,https://ak-d.tripcdn.com/images/0105t1200086a2duu7C6E.jpg,"[""https://ak-d.tripcdn.com/images/0105t1200086a2duu7C6E.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3512000el3iuwg0EB5.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6r12000el3k0o437F3.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1s12000el3khx0CB1D.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0y12000el3jzvxEB8B.jpg?proc=source%2ftrip""]",[],3.7,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/hanoi-10070000181150/?businessId=20905660"",""description"":""Xếp hạng 3 trong danh sách Điểm vui chơi về đêm của Hà Nội""}",21.027435,105.854706,"P. Đinh Tiên Hoàng, Tràng Tiền, Hoàn Kiếm, Hà Nội, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Vườn hoa Lý Thái Tổ, công viên hoa nổi bật với các loại hoa đẹp tại Hà Nội.",,4.4,37
20905662,2024-11-05 06:16:40.342396+00,Ô Quan Chưởng,Old City Gate,https://ak-d.tripcdn.com/images/100b1f000001gsooj8EBB.jpg,"[""https://ak-d.tripcdn.com/images/100b1f000001gsooj8EBB.jpg?proc=source%2ftrip""]",[],3.1,,,21.03712,105.85079,"56 Hang Chieu | Dong Xuan, Hoan Kiem, Hanoi 100000, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Ô Quan Chưởng, cổng thành cổ Hà Nội, điểm đến lịch sử mang giá trị văn hóa.",+84-775357999,0,0
20905664,2024-11-03 06:36:50.149227+00,Chùa Quán Sứ,Ambassador's Pagoda (Chua Quan Su),https://ak-d.tripcdn.com/images/0ww68120009rl9pt2E750.jpg,"[""https://ak-d.tripcdn.com/images/0ww68120009rl9pt2E750.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0112000axzjkg01FAE.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6c120009rkqxqfB6EC.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww02120009rldmk05CAE.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2e120009rl4br77CA5.jpg?proc=source%2ftrip""]",[],3.2,,,21.024493,105.845339,"73 P. Quán Sứ, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""13:30-17:30;7:30-11:30""}],""isActivityCurrentTime"":true}]","Chùa Quán Sứ, một ngôi chùa lớn ở Hà Nội, có vai trò quan trọng trong Phật giáo.",+84 24 3942 2427,4.2,14
20905665,2024-11-03 06:23:42.073625+00,Chùa Thầy,Thay Temple,https://ak-d.tripcdn.com/images/0ww1y12000cm29q920501.jpg,"[""https://ak-d.tripcdn.com/images/0ww1y12000cm29q920501.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww34120009evluyiFD49.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5e12000art4tmiC139.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1312000art5bwl0BDA.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3t12000art4tac366B.jpg?proc=source%2ftrip""]",[],3.3,,,21.022853,105.645479,"Sài Sơn, Quốc Oai, Hà Nội 100000, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Chùa Thầy, ngôi chùa cổ tại Hà Nội, nổi tiếng với phong cảnh thanh tịnh và các nghi lễ tôn giáo.",,4.5,4
20905667,2024-11-03 05:47:01.546037+00,Công viên nước Hồ Tây,Ho Tay Water Park,https://ak-d.tripcdn.com/images/100j1f000001gpso84363.jpg,"[""https://ak-d.tripcdn.com/images/100j1f000001gpso84363.jpg?proc=source%2ftrip""]",[],3.5,,,21.072982,105.817273,"614 Đ. Lạc Long Quân, Nhật Tân, Tây Hồ, Hà Nội, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 2-Th 6"",""description"":""9:00-18:00""},{""timeDesc"":""Th 7-CN"",""description"":""8:00-20:00""}],""isActivityCurrentTime"":true}]","Công viên nước Hồ Tây là một khu vui chơi giải trí ở Hà Nội, nơi có các trò chơi nước hấp dẫn cho gia đình và trẻ em.",+84 24 3718 4222,3.8,13
20905668,2024-11-05 07:53:43.79784+00,Chùa Trấn Quốc,Tay Ho Pagoda,https://ak-d.tripcdn.com/images/ww0a1e000001f6myf8D51.jpg,"[""https://ak-d.tripcdn.com/images/ww0a1e000001f6myf8D51.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww061e000001f5xq79FA2.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0v1e000001fgd3u77C0.jpg?proc=source%2ftrip""]",[],1.4,,,21.058052,105.829453,P Tay Ho,181,,"Chùa Trấn Quốc, ngôi chùa lâu đời tại Hà Nội, được xây dựng trên một đảo nhỏ giữa Hồ Tây.",,4.5,11
20905673,2024-11-02 17:55:14.419598+00,Chợ Đêm Đà Lạt,Dalat Market,https://ak-d.tripcdn.com/images/0106h120009f3a3y58890.jpg,"[""https://ak-d.tripcdn.com/images/0106h120009f3a3y58890.jpg?proc=source%2ftrip""]",[],4.9,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/dalat-10070001393090/?businessId=20905673"",""description"":""Xếp hạng 3 trong danh sách Trải nghiệm nổi bật của Đà Lạt""}",11.942584,108.43679,"Đường Nguyễn Thị Minh Khai, Phường 1, Thành phố Đà Lạt, Lâm Đồng, Việt Nam",1393,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Chợ Đêm Đà Lạt, chợ đêm nổi tiếng của Đà Lạt, nơi bày bán các sản phẩm đặc sản và đồ lưu niệm.",+84 263 3821 586,4.3,107
20905675,2024-11-03 06:23:47.473277+00,Dalat Garden,Dalat Flower Park,https://ak-d.tripcdn.com/images/0100a120008jqiw462DDE.jpg,"[""https://ak-d.tripcdn.com/images/0100a120008jqiw462DDE.jpg?proc=source%2ftrip""]",[],3.3,,,11.95183,108.44591,"Biệt thự số 3, Khu Đồi Trà, Phường 8, Thành phố Đà Lạt, Lâm Đồng, Việt Nam",1393,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""8:30-18:00""}],""isActivityCurrentTime"":true}]","Dalat Garden, một công viên hoa nổi tiếng tại Đà Lạt.",+84 908 246 696,4.4,77
20905677,2024-11-05 07:52:07.296063+00,Thác Prenn,Prenn Falls,https://ak-d.tripcdn.com/images/100e1f000001gt1paAF1A.jpg,"[""https://ak-d.tripcdn.com/images/100e1f000001gt1paAF1A.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2g12000eqmr7u3B13F.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6h12000eqms4tpB2A2.jpg?proc=source%2ftrip""]",[],1.8,,,11.875402,108.470945,"Phường 3, Tp. Đà Lạt, Lâm Đồng, Việt Nam",1393,,"Thác Prenn, thác nước đẹp tại Đà Lạt, nổi tiếng với phong cảnh hữu tình và là điểm đến lý tưởng cho du khách.",+84-263-3530785,4.4,14
20905678,2024-11-03 05:59:47.231063+00,Lăng Dục Ðức,Tombs of the Nguyen Dynasty,https://ak-d.tripcdn.com/images/0105m120008jo958h384F.jpg,"[""https://ak-d.tripcdn.com/images/0105m120008jo958h384F.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105y120008jo960jD583.jpg?proc=source%2ftrip""]",[],3.4,,,16.451196,107.592942,"Huế, Việt Nam",667,,"Lăng Dục Ðức, là một lăng mộ nằm ở Bình Định, có giá trị lịch sử và văn hóa, là nơi tưởng niệm vị vua cuối cùng của triều đại Nguyễn.",,4.1,18
20905679,2024-11-05 07:55:26.589042+00,Bảo tàng Hải Phòng,Hai Phong Museum,https://ak-d.tripcdn.com/images/0ww5312000agbpltk9160.jpg,"[""https://ak-d.tripcdn.com/images/0ww5312000agbpltk9160.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3y12000agbpf3u421A.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5t12000agbpe5vBBD5.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4412000agbpvoi8DCA.jpg?proc=source%2ftrip""]",[],2.9,,,20.861776,106.682673,"66 Điện Biên Phủ, Minh Khai, Hồng Bàng, Hải Phòng, Việt Nam",180,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 7-CN"",""description"":""8:00-10:30""},{""timeDesc"":""Th 3-Th 6"",""description"":""14:00-16:30;8:00-10:30""}],""isActivityCurrentTime"":true}]","Bảo tàng Hải Phòng, nơi trưng bày các hiện vật về lịch sử và văn hóa của thành phố Hải Phòng.",+84-31-3823451,4.3,16
22672737,2024-11-05 07:53:46.474122+00,Bảo tàng Văn hoá Dân gian Hội An,Museum of Folk Culture,https://ak-d.tripcdn.com/images/0ww3n120009rkaa4sDA25.jpg,"[""https://ak-d.tripcdn.com/images/0ww3n120009rkaa4sDA25.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5k120009rklmnq8DE2.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0f120009rktwn9CF08.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2712000ardhrgv299C.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5t120009rlbsge251A.jpg?proc=source%2ftrip""]",[],2.7,,,15.876583,108.32984,"33 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam, Việt Nam",668,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""7:00-21:30""}],""isActivityCurrentTime"":true}]","Bảo tàng Văn hoá Dân gian Hội An, nơi trưng bày các hiện vật văn hóa dân gian của người dân Hội An.",+84 235 3910 948,4.6,9
22864941,2024-11-03 04:04:45.871911+00,Tượng đài Chúa Kitô,Jesus Christ Statue,https://ak-d.tripcdn.com/images/100o1f000001gp3i3C741.jpg,"[""https://ak-d.tripcdn.com/images/100o1f000001gp3i3C741.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10090s000000ibkdbAD50.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105w120008j96r0d7379.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100q0s000000iag9f9D54.jpg?proc=source%2ftrip""]",[],4.2,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/vung-tau-10070001389090/?businessId=22864941"",""description"":""Xếp hạng 1 trong danh sách Trải nghiệm nổi bật của Vũng Tàu""}",10.326442,107.084535,"01, Bà Rịa, Vũng Tàu, Bà Rịa - Vũng Tàu, Việt Nam",1389,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 6"",""description"":""13:30-15:30;7:15-11:30""},{""timeDesc"":""Th 2-Th 5,Th 7-CN"",""description"":""13:30-16:30;7:15-11:30""}],""isActivityCurrentTime"":true}]","Tượng đài Chúa Kitô tại Nha Trang, một trong những biểu tượng nổi tiếng của thành phố biển.",,4.4,82
22950896,2024-11-05 07:40:10.612906+00,Vạn Phát Hưng,Van Phat Hung,https://ak-d.tripcdn.com/images/ww0f1e000001fgwnyFCF3.jpg,"[""https://ak-d.tripcdn.com/images/ww0f1e000001fgwnyFCF3.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0b1e000001ewk2fBF9B.png?proc=source%2ftrip""]",[],1,,,10.71376,106.74087,"89 Hoang Quoc viet street | Phu Thuan Ward, District 7, Thành phố Hồ Chí Minh848, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 2-Th 6"",""description"":""08:00-17:00""},{""timeDesc"":""Th 7-CN"",""description"":""Đóng cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Vạn Phát Hưng, một khu đô thị phát triển tại thành phố, với nhiều tiện ích hiện đại.",,5,1
22950903,2024-11-03 07:07:42.446189+00,Bảo Tàng Không Quân Phía Nam,Air Force Museum,https://ak-d.tripcdn.com/images/ww051e000001fl4w6D460.jpg,"[""https://ak-d.tripcdn.com/images/ww051e000001fl4w6D460.jpg?proc=source%2ftrip""]",[],2.5,,,10.805251,106.6607,"87 Thăng Long, Phường 4, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 2-Th 6"",""description"":""14:00-16:00;7:00-11:00""}],""isActivityCurrentTime"":true}]",Bảo Tàng Không Quân Phía Nam là nơi trưng bày các hiện vật và tài liệu về lịch sử hàng không quân sự của Việt Nam. Đây là điểm đến thú vị cho những ai yêu thích khám phá về lịch sử quân sự và ngành hàng không.,+84 986 662 231,0,0
22950904,2024-11-05 06:16:38.945656+00,Bảo Tàng Y Học Cổ Truyền Việt Nam,Museum of Traditional Vietnamese Medicine,https://ak-d.tripcdn.com/images/0101112000d8j74uwEB4B.jpg,"[""https://ak-d.tripcdn.com/images/0101112000d8j74uwEB4B.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105r12000d8j7badCC56.jpg?proc=source%2ftrip""]",[],3.1,186613,,10.776079,106.67197,"41 Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""8:30-17:00""}],""isActivityCurrentTime"":true}]","Bảo Tàng Y Học Cổ Truyền Việt Nam, nơi trưng bày các hiện vật về y học cổ truyền Việt Nam.",+84 28 3864 2430,0,0
22950906,2024-11-03 04:06:14.103035+00,Công viên văn hóa Suối Tiên,Suoi Tien Theme Park,https://ak-d.tripcdn.com/images/0ww0a120008ydp5ku14A8.jpg,"[""https://ak-d.tripcdn.com/images/0ww0a120008ydp5ku14A8.jpg?proc=source%2ftrip""]",[],3.9,,,10.866119,106.80292,"120 Đ. Võ Nguyên Giáp, Thành Phố, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""8:00-17:00""}],""isActivityCurrentTime"":true}]","Công viên văn hóa Suối Tiên, công viên giải trí kết hợp với các hoạt động văn hóa đặc sắc.",+84 28 3896 0260,4.5,13
22950912,2024-11-05 07:40:19.57066+00,Bảo tàng Địa chất,Bao Tang Dia Chat Geological Museum,https://ak-d.tripcdn.com/images/100n0p000000ff9qh531A.jpg,"[""https://ak-d.tripcdn.com/images/100n0p000000ff9qh531A.jpg?proc=source%2ftrip""]",[],1,,,10.67313,106.73117,"Dog Nguyen | Binh Khen, Thành phố Hồ Chí Minh70000, Việt Nam",434,,"Bảo tàng Địa chất, nơi trưng bày các hiện vật liên quan đến nghiên cứu địa chất và khoáng sản.",,5,1
22950915,2024-11-03 06:57:42.578529+00,Chùa Vĩnh Nghiêm,Chua Vinh Nghiem,https://ak-d.tripcdn.com/images/100f1f000001gqbsxFC22.jpg,"[""https://ak-d.tripcdn.com/images/100f1f000001gqbsxFC22.jpg?proc=source%2ftrip""]",[],3.2,,,10.79153,106.682014,"339 Nam Ky Khoi Nghia, Q.3, Thành phố Hồ Chí Minh70000, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Một ngôi chùa nổi tiếng ở Bắc Giang, với kiến trúc độc đáo và không gian thanh tịnh.",+84-28-38483153,4.4,16
22950920,2024-11-03 05:52:37.736082+00,Cảng Sài Gòn,Quai,https://ak-d.tripcdn.com/images/10021f000001gxc723A00.jpg,"[""https://ak-d.tripcdn.com/images/10021f000001gxc723A00.jpg?proc=source%2ftrip""]",[],3.5,,,10.77612,106.63761,"The Quai, Thành phố Hồ Chí Minh70000, Việt Nam",434,,"Cảng Sài Gòn là cảng biển quan trọng tại Thành phố Hồ Chí Minh, đóng vai trò là trung tâm vận tải biển và giao thương quốc tế của khu vực.",,0,0
22950921,2024-11-03 06:57:43.909043+00,Hồ bơi Văn Thánh,Van Thanh Swimming Pool,https://ak-d.tripcdn.com/images/10091f000001gsnvtCDA3.jpg,"[""https://ak-d.tripcdn.com/images/10091f000001gsnvtCDA3.jpg?proc=source%2ftrip""]",[],3.2,,,10.797784,106.71449,"48/10 Đ. Điện Biên Phủ, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""7:00-19:00""}],""isActivityCurrentTime"":true}]","Hồ bơi Văn Thánh là nơi thư giãn lý tưởng với không gian thoáng mát, phục vụ cho cả gia đình.",+84 28 3512 3026,4.3,3
23027449,2024-11-03 05:52:30.069416+00,Cung Văn Hóa Lao Động Hữu Nghị Việt - Xô,Cultural Friendship Palace (Cung Van Hoa Huu Nghi),https://ak-d.tripcdn.com/images/0ww2z12000c6wzm4gC250.jpg,"[""https://ak-d.tripcdn.com/images/0ww2z12000c6wzm4gC250.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6x12000c6wzf9fE909.jpg?proc=source%2ftrip""]",[],3.5,,,21.023155,105.844376,"91 Tran Hung Dao St., Hanoi 10000, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""8:00-22:00""}],""isActivityCurrentTime"":true}]","Cung Văn Hóa Lao Động Hữu Nghị Việt - Xô là một trung tâm văn hóa tại Hà Nội, nơi tổ chức các sự kiện văn hóa, âm nhạc và triển lãm nghệ thuật.",+84 24 3941 0590,4.3,23
23027792,2024-11-03 06:02:24.305139+00,Hòn Miễu,Hon Mieu Island,https://ak-d.tripcdn.com/images/100c1f000001gsym2E8F9.jpg,"[""https://ak-d.tripcdn.com/images/100c1f000001gsym2E8F9.jpg?proc=source%2ftrip""]",[],3.4,,,12.190829,109.22517,"Vĩnh Nguyên, Nha Trang, Khánh Hòa, Việt Nam",670,,"Hòn Miễu, hòn đảo nhỏ tại vịnh Nha Trang, nổi tiếng với bãi biển đẹp và các hoạt động du lịch thú vị.",,4.4,44
23029191,2024-11-05 07:52:50.668245+00,Đỉnh Langbiang,Lang Biang,https://ak-d.tripcdn.com/images/0ww5m12000axzmhhm8271.jpg,"[""https://ak-d.tripcdn.com/images/0ww5m12000axzmhhm8271.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1012000cjs8002EB36.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2h12000ay3lr2h1277.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0m12000cjs824s0D58.jpg?proc=source%2ftrip""]",[],1.8,,,12.04892,108.44036,"Thị trấn Lạc Dương, Đà Lạt 61000, Việt Nam",1589986,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""07:00-17:00""}],""isActivityCurrentTime"":true}]","Đỉnh Langbiang, đỉnh núi cao nhất tại Lâm Đồng, nổi tiếng với không khí trong lành và cảnh quan hùng vĩ.",,4.7,9
23029324,2024-11-03 06:58:01.209878+00,Bảo Tàng Phòng Không - Không Quân,Air Force and Air Defence Museum,https://ak-d.tripcdn.com/images/0ww4w12000el3syu54DFE.jpg,"[""https://ak-d.tripcdn.com/images/0ww4w12000el3syu54DFE.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4o12000axzmjnv2084.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4p12000el3tc8q8478.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww031e000001ezukw490C.png?proc=source%2ftrip""]",[],3.2,,,20.998914,105.8291,"173C Đ. Trường Chinh, Khương Mai, Thanh Xuân, Hà Nội, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 2-Th 5,Th 7-CN"",""description"":""13:00-16:00;8:00-11:00""}],""isActivityCurrentTime"":true}]","Bảo Tàng Phòng Không - Không Quân, bảo tàng trưng bày các hiện vật liên quan đến lực lượng phòng không và không quân Việt Nam.",+84 69562323,4.2,12
23029423,2024-11-02 17:51:05.360788+00,VinWonders Nha Trang,VinWonders Nha Trang,https://ak-d.tripcdn.com/images/01068120009lo2pgeCE74.jpg,"[""https://ak-d.tripcdn.com/images/01068120009lo2pgeCE74.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o0e000000700et1D7C.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0102d120009lo26gn2A09.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0101f120009lo2cxr43A9.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105v120009lo2ial53C4.jpg?proc=source%2ftrip""]",[],7.8,800000,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/annual/global-100001427195/?businessId=23029423"",""description"":""2024 Global 100 - Dành cho gia đình""}",12.218748,109.240507,"City, Dao, Nha Trang - Hòn Tre, Nha Trang, Khánh Hòa 650000, Việt Nam",670,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""08:00-20:00""}],""isActivityCurrentTime"":true}]","VinWonders Nha Trang là một công viên giải trí hiện đại, nổi bật với các trò chơi hấp dẫn và các khu vui chơi cho cả gia đình.",+84 1900 6677,4.5,1710
23029430,2024-11-05 06:16:57.734978+00,Cột cờ Hà Nội,Hanoi Flagtower,https://ak-d.tripcdn.com/images/100f1f000001gqbbsA8C6.jpg,"[""https://ak-d.tripcdn.com/images/100f1f000001gqbbsA8C6.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3412000ar71q2g03D7.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5912000b8uvqkx793D.jpg?proc=source%2ftrip""]",[],3,,,21.032556,105.839804,"28A Điện Biên Phủ, Điện Biên, Ba Đình, Hà Nội, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 3-CN"",""description"":""9:00-17:00""}],""isActivityCurrentTime"":true}]","Cột cờ cao nhất Việt Nam, biểu tượng của Hà Nội",+84 24 3823 4264,0,0
